Name,SexuponOutcome,AnimalType,AgeuponOutcome,Breed,Color,DateTime,Outcome,ID
Sasha,Intact Female,Cat,1 year,Siamese Mix,White,2015-11-02 12:29:00,3,3080
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Calico,2014-07-09 09:00:00,1,3081
Daisy,Spayed Female,Dog,2 months,Collie Smooth Mix,Brown/White,2015-07-17 15:47:00,0,3082
Ranger,Neutered Male,Dog,4 months,Labrador Retriever Mix,Brown,2013-10-28 11:58:00,2,3083
,Neutered Male,Cat,15 years,Domestic Longhair Mix,Black/White,2015-04-18 13:18:00,1,3084
Ali,Intact Male,Dog,3 years,Pit Bull Mix,Fawn,2014-12-15 14:13:00,1,3085
Heinz,Neutered Male,Dog,7 years,German Shepherd Mix,Black/Tricolor,2015-09-29 17:14:00,2,3086
Simba,Intact Male,Dog,1 year,German Shepherd Mix,Tan/Black,2013-10-12 17:09:00,2,3087
Gabrielle,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Calico,2015-08-23 13:54:00,0,3088
,Intact Male,Cat,2 years,Domestic Shorthair Mix,Black,2014-06-17 09:00:00,1,3089
Shelby,Spayed Female,Cat,2 years,Domestic Shorthair Mix,Black/White,2015-04-08 13:15:00,1,3090
,Intact Male,Cat,2 weeks,Domestic Shorthair Mix,Black/White,2014-08-08 18:20:00,1,3091
Daredevil,Neutered Male,Cat,2 months,Siamese Mix,Blue Point,2015-06-03 17:35:00,0,3092
Nala,Spayed Female,Dog,1 month,Golden Retriever Mix,Brown,2014-10-22 17:22:00,0,3093
Hunter,Neutered Male,Cat,3 years,Domestic Longhair Mix,Orange Tabby/White,2014-01-27 12:34:00,2,3094
Tinkerbelle,Intact Female,Dog,3 years,Chihuahua Longhair Mix,White/Black,2015-10-16 17:11:00,1,3095
Sweet Boy,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Blue/White,2015-02-14 11:59:00,0,3096
,Intact Female,Dog,3 months,Labrador Retriever Mix,Black,2014-04-26 17:59:00,1,3097
Stumpy,Spayed Female,Dog,18 years,Parson Russell Terrier Mix,Black/White,2015-09-07 11:40:00,2,3098
Pickles,Neutered Male,Dog,5 months,Rottweiler/German Shepherd,Black/Tan,2015-04-21 14:35:00,0,3099
,Spayed Female,Cat,1 month,Domestic Shorthair Mix,Black/White,2014-03-21 18:30:00,0,3100
,Intact Male,Cat,1 month,Domestic Shorthair Mix,Orange Tabby,2014-07-18 20:04:00,3,3101
Mcgruff,Neutered Male,Dog,13 years,Rhod Ridgeback Mix,Sable,2015-10-14 12:51:00,0,3102
Neville,Neutered Male,Dog,3 months,Pointer/American Pit Bull Terrier,White/Black,2014-03-17 19:05:00,1,3103
Rafe,Intact Female,Cat,1 month,Domestic Shorthair,Brown Tabby,2014-08-06 14:23:00,1,3104
Jenner,Intact Male,Dog,3 months,Dachshund Wirehair/Rat Terrier,Tricolor,2016-01-17 12:32:00,1,3105
Sophie,Intact Female,Dog,5 years,Pit Bull Mix,White/Brown,2015-06-25 17:50:00,3,3106
Lacey,Spayed Female,Dog,3 months,Border Collie Mix,Chocolate/White,2014-08-26 12:44:00,0,3107
Mimi,Spayed Female,Cat,5 years,Domestic Medium Hair Mix,Calico,2015-05-03 15:28:00,0,3108
Nutmeg,Spayed Female,Cat,4 months,Domestic Shorthair Mix,Brown Tabby,2014-05-31 14:43:00,0,3109
Jaime,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2014-07-12 17:35:00,0,3110
Penny,Spayed Female,Dog,6 years,Standard Poodle,Chocolate,2016-01-27 10:41:00,0,3111
Sam,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Orange Tabby,2014-11-22 13:01:00,0,3112
Glacier,Neutered Male,Cat,2 months,Siamese Mix,Lynx Point,2014-10-07 16:23:00,1,3113
,Intact Female,Dog,1 year,Labrador Retriever Mix,Black,2013-10-14 17:06:00,1,3114
Azul,Neutered Male,Dog,1 year,Pit Bull Mix,Blue/White,2015-03-28 11:26:00,2,3115
Pandora,Spayed Female,Dog,1 year,Miniature Schnauzer Mix,Black/Blue,2014-03-18 14:52:00,1,3116
,Intact Female,Cat,3 months,Domestic Medium Hair Mix,Brown Tabby,2014-09-16 09:00:00,1,3117
Pepito,Neutered Male,Cat,13 years,Domestic Shorthair Mix,Brown Tabby/White,2015-06-14 16:09:00,0,3118
Louis,Neutered Male,Dog,1 year,Norfolk Terrier Mix,Tan/White,2014-08-23 17:43:00,0,3119
Davis,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Buff,2014-01-03 14:28:00,0,3120
Daisy,Spayed Female,Dog,1 year,German Shepherd Mix,Brown/Black,2014-04-17 18:21:00,2,3121
Paulie,Intact Male,Cat,2 months,Domestic Shorthair Mix,Blue Tabby,2014-09-01 16:41:00,1,3122
Ivy,Intact Female,Dog,1 year,Pit Bull Mix,Blue/White,2014-02-13 17:23:00,2,3123
,Intact Female,Cat,1 week,Domestic Shorthair Mix,Black/White,2014-09-11 15:15:00,1,3124
,Neutered Male,Cat,6 years,Domestic Medium Hair Mix,Black/White,2013-10-17 17:58:00,1,3125
Evie,Spayed Female,Dog,2 months,Beagle Mix,Brown/White,2014-05-31 19:33:00,0,3126
Kid,Neutered Male,Dog,2 years,Chihuahua Shorthair,White/Tan,2014-01-07 17:28:00,1,3127
,Unknown,Cat,3 days,Domestic Shorthair Mix,Black,2015-03-03 11:40:00,1,3128
Walter White,Neutered Male,Dog,1 year,Miniature Poodle Mix,White,2013-11-03 15:00:00,0,3129
,Intact Female,Dog,12 years,Chow Chow Mix,Red,2014-01-04 17:52:00,3,3130
Ginger,Spayed Female,Dog,1 year,Australian Kelpie Mix,Black/Tan,2016-01-17 18:00:00,0,3131
King,Neutered Male,Dog,6 years,Anatol Shepherd,Tan/Black,2015-04-24 18:41:00,0,3132
Carolina,Spayed Female,Dog,5 years,Pit Bull Mix,White/Brown,2014-05-27 12:04:00,0,3133
,Spayed Female,Cat,3 months,Domestic Shorthair Mix,Blue/White,2014-06-06 10:16:00,0,3134
Sydney,Neutered Male,Dog,4 years,Miniature Poodle Mix,White,2015-07-08 16:43:00,2,3135
,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Black/White,2015-01-06 16:55:00,0,3136
Sophie,Intact Female,Cat,1 month,Domestic Shorthair Mix,Black/White,2014-05-16 19:02:00,0,3137
Grover,Neutered Male,Dog,6 years,Australian Shepherd Mix,Tricolor/Black,2014-05-18 12:05:00,2,3138
Gunner,Neutered Male,Dog,2 years,Chow Chow Mix,Buff,2014-07-07 11:19:00,2,3139
,Unknown,Dog,1 month,Boxer Mix,Black,2015-06-19 00:00:00,1,3140
Nilla Bean,Intact Male,Dog,10 months,Pit Bull Mix,Brown Brindle,2014-03-22 16:06:00,1,3141
Dog,Neutered Male,Dog,1 year,Boxer Mix,Fawn/White,2014-09-08 17:06:00,2,3142
Lil Bit,Spayed Female,Dog,10 years,Dachshund Wirehair/Chihuahua Shorthair,Black/Brown,2015-10-05 16:26:00,1,3143
,Unknown,Cat,1 week,Domestic Shorthair Mix,Black/White,2015-06-19 19:03:00,1,3144
Johnny,Neutered Male,Dog,10 months,Queensland Heeler Mix,Black/Blue Tick,2014-12-01 14:28:00,0,3145
Patti Ann,Intact Female,Dog,3 months,Doberman Pinsch Mix,Black/Brown,2015-07-31 14:26:00,1,3146
,Spayed Female,Dog,3 months,Labrador Retriever Mix,Black,2014-07-29 13:49:00,0,3147
Iris,Spayed Female,Dog,2 months,Dachshund Wirehair/Toy Poodle,Buff,2015-04-04 11:56:00,0,3148
Joy,Spayed Female,Dog,6 years,Staffordshire Mix,Blue/White,2014-08-21 16:35:00,0,3149
,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Orange Tabby/White,2014-07-22 18:45:00,0,3150
Galleta,Intact Female,Cat,8 months,Domestic Shorthair Mix,Brown Tabby,2014-10-30 09:00:00,1,3151
Cooper,Neutered Male,Dog,1 year,Boxer Mix,White/Black,2015-10-31 00:00:00,0,3152
Teacup,Spayed Female,Dog,1 year,Labrador Retriever Mix,Brown,2016-02-14 14:11:00,0,3153
,Intact Male,Dog,1 year,Chihuahua Shorthair Mix,Brown,2015-07-18 12:16:00,1,3154
Louie,Intact Male,Cat,1 month,Domestic Shorthair Mix,Blue Tabby,2013-11-22 12:32:00,1,3155
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby,2014-10-20 09:00:00,1,3156
Zoey,Spayed Female,Dog,4 years,Siberian Husky Mix,Black/Brown,2016-02-16 16:10:00,2,3157
Annabelle,Spayed Female,Dog,1 year,Flat Coat Retriever Mix,Black,2016-02-02 00:00:00,1,3158
Callie,Spayed Female,Cat,3 months,Domestic Shorthair Mix,Calico,2015-10-06 12:36:00,0,3159
Chiquilin,Intact Male,Dog,3 years,Chihuahua Shorthair,Fawn,2015-04-23 18:22:00,3,3160
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Black/White,2015-01-16 09:00:00,1,3161
Alistair,Neutered Male,Cat,5 years,Manx Mix,Brown Tabby,2014-03-23 16:13:00,0,3162
Dallas,Neutered Male,Dog,2 months,Dachshund/Chihuahua Shorthair,Buff/White,2015-09-13 19:15:00,0,3163
,Intact Male,Cat,2 years,Domestic Longhair Mix,Blue Tabby,2014-01-16 14:20:00,1,3164
Reynaldo,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby/White,2015-04-21 15:58:00,0,3165
Peony,Intact Female,Cat,2 months,Domestic Shorthair Mix,Tortie/White,2013-12-02 16:17:00,1,3166
,Intact Female,Dog,1 month,Labrador Retriever Mix,Black/White,2014-10-22 12:53:00,1,3167
Ruffy,Neutered Male,Dog,4 years,Manchester Terrier/Beagle,Black/Tan,2015-01-18 09:04:00,3,3168
,Intact Male,Dog,6 days,Rat Terrier Mix,White,2015-03-13 16:06:00,1,3169
Jodie,Spayed Female,Dog,7 years,Pit Bull/Boxer,Brown/White,2013-11-23 19:14:00,0,3170
,Spayed Female,Dog,10 months,Golden Retriever Mix,Buff,2015-11-22 19:17:00,0,3171
,Intact Male,Cat,4 years,Russian Blue Mix,Blue,2014-05-04 13:13:00,1,3172
Buddy,Neutered Male,Dog,7 years,Australian Cattle Dog/Labrador Retriever,Tan/Gold,2014-12-11 11:04:00,2,3173
Molly,Spayed Female,Dog,2 years,Jack Russell Terrier,Tricolor,2015-05-30 11:01:00,2,3174
,Intact Female,Cat,4 months,Domestic Shorthair Mix,Black/White,2015-08-18 09:00:00,1,3175
Bullet,Neutered Male,Dog,2 months,Chihuahua Shorthair/German Shepherd,Black/White,2014-09-09 17:38:00,0,3176
,Intact Female,Dog,4 months,Labrador Retriever Mix,Brown,2015-08-25 15:15:00,1,3177
Nala,Spayed Female,Dog,1 year,Pit Bull Mix,Brown Brindle,2016-01-25 15:57:00,0,3178
River,Neutered Male,Dog,4 years,Australian Cattle Dog Mix,Blue Merle/Tan,2015-09-09 14:41:00,0,3179
Millie,Spayed Female,Dog,5 years,Boxer Mix,Fawn/White,2014-08-06 13:24:00,2,3180
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,2014-05-18 15:36:00,1,3181
Jordan,Spayed Female,Dog,1 year,Pit Bull Mix,Brown/White,2014-04-24 18:02:00,0,3182
Walter,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Brown Tabby/White,2015-02-05 07:47:00,0,3183
Rocky,Neutered Male,Dog,10 months,Miniature Pinscher Mix,Black/Tan,2014-10-04 16:24:00,1,3184
Spot,Neutered Male,Dog,10 months,Australian Cattle Dog/Golden Retriever,Tan/White,2015-04-25 16:31:00,1,3185
,Unknown,Cat,3 weeks,Domestic Shorthair Mix,Black,2015-05-09 14:42:00,1,3186
Archie,Neutered Male,Dog,4 years,Labrador Retriever Mix,Tricolor,2015-12-31 15:09:00,2,3187
,Intact Male,Cat,3 months,Domestic Shorthair Mix,Blue Tabby/White,2015-09-24 14:38:00,1,3188
,Unknown,Cat,1 weeks,Domestic Shorthair Mix,Black/White,2015-06-06 19:06:00,1,3189
Scrappy,Intact Male,Dog,3 years,Beagle/Chihuahua Shorthair,Red Merle/White,2015-07-06 11:39:00,2,3190
Miles,Neutered Male,Dog,2 years,Labrador Retriever Mix,Black,2015-09-27 13:08:00,0,3191
Nemo,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Brown Tabby,2015-12-29 13:11:00,0,3192
,Unknown,Cat,6 days,Domestic Shorthair Mix,Brown Tabby,2015-07-21 12:58:00,1,3193
Asawan,Spayed Female,Dog,5 years,German Shepherd Mix,Brown,2014-01-17 15:07:00,3,3194
Romeo,Neutered Male,Dog,6 years,Labrador Retriever/Great Pyrenees,White/Brown,2015-12-12 11:09:00,2,3195
,Neutered Male,Dog,10 months,Cairn Terrier Mix,White,2015-08-31 13:06:00,1,3196
Miso,Spayed Female,Dog,5 months,German Shepherd Mix,Black/Brown,2016-01-20 18:07:00,0,3197
Ebis,Neutered Male,Dog,3 years,German Shepherd Mix,Tan/White,2014-07-12 12:55:00,2,3198
Kyuzo,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby,2015-06-23 19:14:00,1,3199
,Neutered Male,Cat,5 years,Domestic Shorthair Mix,Brown Tabby,2015-06-20 09:00:00,1,3200
Dulce,Spayed Female,Dog,5 years,Jack Russell Terrier/Chihuahua Shorthair,White/Brown,2015-07-21 16:33:00,2,3201
Sophie,Intact Female,Cat,3 years,Domestic Shorthair Mix,Tortie,2014-03-07 14:57:00,1,3202
Fletcher,Intact Male,Dog,1 year,Shih Tzu/Pekingese,Tan,2014-01-20 12:20:00,1,3203
,Neutered Male,Cat,2 months,Domestic Medium Hair Mix,Blue Tabby/White,2014-09-13 17:55:00,0,3204
Tracie,Spayed Female,Dog,5 years,Labrador Retriever Mix,Red/White,2014-04-22 14:13:00,0,3205
Brewster,Neutered Male,Dog,2 years,Pit Bull Mix,Chocolate/White,2015-12-05 17:56:00,0,3206
,Spayed Female,Dog,9 months,Yorkshire Terrier Mix,Black/Brown,2015-01-30 19:00:00,0,3207
Scottie,Neutered Male,Cat,5 months,Domestic Shorthair Mix,Black,2014-02-11 13:48:00,1,3208
Clifford,Intact Male,Dog,4 years,Golden Retriever,Tan,2014-07-21 11:16:00,1,3209
Vince,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby/White,2013-12-03 15:35:00,0,3210
,Neutered Male,Cat,3 months,Domestic Shorthair Mix,White/Orange Tabby,2014-07-16 17:05:00,0,3211
Kasey,Spayed Female,Dog,1 month,Border Collie Mix,Chocolate/White,2014-08-27 19:00:00,0,3212
Cleopatra,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Tortie,2016-01-11 18:05:00,0,3213
Marvin,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby/White,2016-02-07 00:00:00,1,3214
,Intact Male,Cat,4 days,Domestic Shorthair Mix,Black,2014-08-24 15:41:00,1,3215
Chula,Spayed Female,Dog,4 years,Chihuahua Longhair Mix,Red/Tan,2016-02-11 19:06:00,0,3216
Cherish,Spayed Female,Cat,3 years,Domestic Longhair Mix,Calico,2015-10-16 16:21:00,0,3217
Big Head,Neutered Male,Cat,9 years,Domestic Shorthair Mix,Orange Tabby,2015-12-31 13:58:00,1,3218
Frito,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Tan/White,2015-12-28 17:17:00,1,3219
Snoop,Neutered Male,Dog,5 years,Beagle,Tricolor,2014-11-17 17:48:00,2,3220
,Intact Female,Cat,4 days,Domestic Shorthair Mix,Black/White,2014-08-28 14:06:00,1,3221
Bella,Spayed Female,Dog,4 years,Boxer Mix,Brown/White,2013-10-17 13:33:00,2,3222
Buddy,Neutered Male,Dog,5 years,Labrador Retriever Mix,Buff,2016-01-26 14:41:00,0,3223
Tank,Neutered Male,Dog,3 years,Pit Bull Mix,Brown Brindle/White,2014-07-20 12:06:00,3,3224
Louise,Spayed Female,Dog,8 years,Rat Terrier Mix,White/Tan,2015-07-05 16:44:00,0,3225
Blanca,Spayed Female,Dog,3 years,Miniature Poodle,White,2014-10-15 17:47:00,2,3226
Elvis,Neutered Male,Dog,6 years,Rottweiler,Black/Red,2015-04-26 12:55:00,2,3227
,Intact Female,Cat,1 month,Domestic Shorthair Mix,Calico,2014-06-19 13:20:00,1,3228
,Intact Male,Cat,2 years,Domestic Shorthair Mix,White,2014-07-17 09:00:00,1,3229
X,Spayed Female,Dog,6 years,Australian Cattle Dog Mix,Blue Merle,2014-07-18 13:01:00,1,3230
,Unknown,Cat,3 days,Domestic Shorthair Mix,Brown Tabby,2015-05-04 16:53:00,1,3231
Marylyn,Spayed Female,Dog,4 years,Chihuahua Shorthair Mix,Yellow,2016-01-04 11:47:00,2,3232
,Spayed Female,Dog,2 months,Collie Smooth Mix,Black/White,2014-09-20 15:43:00,0,3233
Jeb,Neutered Male,Dog,10 years,Labrador Retriever Mix,Tan,2014-10-14 12:17:00,1,3234
,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Calico,2016-01-22 19:09:00,1,3235
Marley,Neutered Male,Dog,10 months,Labrador Retriever Mix,Yellow,2015-12-19 16:13:00,1,3236
Cuddles,Spayed Female,Dog,9 years,Cocker Spaniel Mix,White/Buff,2015-01-26 13:01:00,2,3237
Bailey,Neutered Male,Dog,7 months,Labrador Retriever Mix,Black/White,2015-11-21 15:18:00,0,3238
Flack,Neutered Male,Dog,7 years,Chihuahua Shorthair Mix,Black/White,2015-08-25 14:43:00,2,3239
,Intact Male,Dog,2 months,Labrador Retriever Mix,Black/White,2015-06-24 15:15:00,1,3240
Beth,Intact Female,Cat,2 months,Domestic Shorthair Mix,Black,2013-12-31 15:25:00,1,3241
,Unknown,Cat,2 years,Domestic Shorthair Mix,Brown Tabby,2015-07-23 09:00:00,1,3242
,Intact Male,Dog,1 month,Pit Bull Mix,Brown Brindle/White,2014-04-03 13:20:00,1,3243
Calla,Spayed Female,Cat,2 years,Domestic Medium Hair Mix,White,2015-07-28 10:00:00,0,3244
Vida,Spayed Female,Dog,1 year,Manchester Terrier/Chihuahua Shorthair,Black/Brown Brindle,2014-06-10 16:38:00,1,3245
Nala,Spayed Female,Dog,10 months,Siberian Husky Mix,Sable/White,2014-09-12 18:49:00,0,3246
Chocolate,Intact Male,Dog,1 year,English Bulldog,Sable/White,2015-02-09 11:33:00,2,3247
Miss Crush,Spayed Female,Dog,2 years,Pit Bull Mix,Brown/White,2014-12-31 12:52:00,2,3248
Stanley,Intact Male,Cat,2 years,Domestic Shorthair Mix,Brown Tabby,2015-05-11 12:00:00,3,3249
Kanani,Spayed Female,Dog,1 year,Black Mouth Cur Mix,Brown,2016-01-30 18:18:00,0,3250
,Unknown,Cat,1 year,Domestic Shorthair Mix,White,2014-03-28 10:19:00,4,3251
,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Tortie,2015-07-22 14:49:00,1,3252
,Neutered Male,Cat,5 years,Domestic Shorthair Mix,Blue Tabby/White,2015-01-21 12:31:00,3,3253
Zip,Intact Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby/White,2014-11-18 17:01:00,1,3254
,Unknown,Cat,6 years,Domestic Shorthair Mix,Black/White,2014-01-19 19:36:00,1,3255
,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-12-04 19:42:00,1,3256
,Intact Female,Cat,1 weeks,Domestic Shorthair Mix,Torbie,2014-09-23 13:22:00,1,3257
,Spayed Female,Cat,2 years,Domestic Shorthair Mix,Orange Tabby,2014-07-29 09:00:00,1,3258
,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Calico,2014-01-22 15:10:00,1,3259
Rusty,Neutered Male,Cat,14 years,Domestic Shorthair Mix,Orange Tabby,2014-10-22 15:08:00,1,3260
Ursa,Intact Female,Dog,5 years,Pit Bull Mix,Chocolate/White,2015-05-07 17:14:00,3,3261
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Orange Tabby,2013-10-12 19:24:00,1,3262
Nina,Intact Female,Cat,2 months,Domestic Shorthair Mix,Black/White,2014-09-29 17:50:00,1,3263
Georgia,Intact Female,Dog,8 months,Plott Hound Mix,Brown Brindle/White,2015-07-02 10:14:00,1,3264
Carlton,Neutered Male,Cat,4 months,Domestic Longhair Mix,Black/White,2015-08-22 13:21:00,0,3265
Cricket,Neutered Male,Dog,5 years,Chihuahua Shorthair Mix,Black,2015-12-15 11:06:00,2,3266
Jasper,Neutered Male,Cat,2 months,Domestic Medium Hair Mix,Orange Tabby,2015-10-09 12:55:00,0,3267
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Black,2014-11-25 18:39:00,1,3268
Raven,Spayed Female,Dog,3 years,Labrador Retriever/Border Terrier,Black,2014-03-03 15:52:00,1,3269
Cinder,Spayed Female,Cat,6 months,Domestic Shorthair Mix,Black/White,2014-01-17 11:52:00,0,3270
Gabby,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black/White,2015-07-27 17:31:00,0,3271
Bubblegum,Spayed Female,Cat,5 months,Domestic Medium Hair Mix,Black/White,2015-02-25 18:48:00,0,3272
,Spayed Female,Cat,1 month,Domestic Shorthair Mix,White/Orange Tabby,2014-06-05 17:12:00,0,3273
Sunday,Spayed Female,Dog,5 years,Australian Shepherd Mix,Black/White,2014-04-18 17:25:00,2,3274
Buddy,Neutered Male,Dog,8 years,Brittany,White/Brown,2014-02-09 12:14:00,2,3275
Piglet,Spayed Female,Dog,11 years,Chihuahua Shorthair,Red,2014-03-10 13:59:00,2,3276
,Intact Male,Dog,2 years,Chihuahua Shorthair/Cairn Terrier,Black/White,2015-03-06 16:50:00,3,3277
Biscuit,Spayed Female,Dog,5 months,Chihuahua Shorthair Mix,White,2013-12-27 14:28:00,0,3278
Salt,Neutered Male,Dog,10 months,Labrador Retriever/Golden Retriever,White,2015-09-17 18:02:00,0,3279
,Spayed Female,Cat,2 months,Domestic Longhair Mix,Black,2015-07-18 15:59:00,0,3280
Gemma,Spayed Female,Dog,5 years,Pit Bull Mix,Brown/White,2016-02-13 18:38:00,0,3281
,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-07-19 19:25:00,0,3282
Jesse,Spayed Female,Dog,2 years,Standard Schnauzer Mix,Gray,2015-10-21 11:20:00,2,3283
Baby Kitty,Neutered Male,Cat,5 years,Domestic Shorthair Mix,Brown Tabby,2015-06-24 17:42:00,1,3284
Buster,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Blue Tabby/White,2015-11-21 17:20:00,0,3285
Caney,Spayed Female,Dog,2 years,German Shepherd Mix,Red/Black,2015-07-12 13:48:00,0,3286
Ava,Spayed Female,Dog,1 year,Anatol Shepherd Mix,White/Black,2015-02-22 17:53:00,1,3287
Rusty,Neutered Male,Dog,6 months,Australian Cattle Dog Mix,Red Tick,2013-11-10 17:05:00,0,3288
Hannibal,Intact Male,Dog,2 years,Australian Kelpie Mix,Tan,2014-01-03 14:36:00,2,3289
Siren,Spayed Female,Dog,6 years,Beagle/Staffordshire,White,2015-02-05 17:33:00,0,3290
Winston,Intact Male,Dog,3 years,Greater Swiss Mountain Dog Mix,Tricolor,2014-08-29 13:04:00,1,3291
Dexter,Neutered Male,Cat,8 years,Domestic Shorthair Mix,Brown Tabby/White,2015-09-20 09:00:00,1,3292
Dogtor Roxo,Neutered Male,Dog,1 year,Black/Tan Hound Mix,Black/Brown,2014-07-21 16:58:00,1,3293
Juliet,Spayed Female,Cat,3 months,Domestic Shorthair Mix,Black,2015-12-06 13:34:00,0,3294
Loki,Neutered Male,Dog,2 years,Siberian Husky Mix,Black/White,2015-04-21 17:01:00,2,3295
,Spayed Female,Cat,3 months,Domestic Medium Hair Mix,Calico,2013-11-18 15:56:00,0,3296
Cookie,Spayed Female,Dog,4 years,Pit Bull Mix,Blue/White,2015-09-07 19:06:00,0,3297
,Spayed Female,Dog,3 years,German Shepherd Mix,Tan/Black,2014-01-07 17:18:00,0,3298
Oliver,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Black,2014-09-04 14:21:00,1,3299
Moses,Neutered Male,Dog,1 year,Labrador Retriever/Boxer,Brown/White,2014-01-15 17:09:00,2,3300
Massimo,Neutered Male,Cat,4 months,Domestic Shorthair Mix,Brown Tabby/White,2013-11-13 10:06:00,0,3301
Buster,Neutered Male,Dog,3 years,Pit Bull Mix,Brown Brindle/White,2014-04-25 14:26:00,0,3302
Cesar,Intact Male,Dog,1 year,Miniature Pinscher Mix,Black/Tan,2014-04-03 13:25:00,1,3303
,Intact Male,Cat,2 months,Domestic Shorthair Mix,Black,2014-08-11 15:04:00,1,3304
Petunia,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-06-17 06:27:00,0,3305
,Neutered Male,Dog,3 months,Border Collie Mix,Black/White,2014-02-27 14:10:00,0,3306
Lucy,Spayed Female,Dog,2 years,Chihuahua Shorthair Mix,Black/White,2016-01-29 17:57:00,2,3307
Jewel,Intact Female,Cat,1 month,Domestic Shorthair Mix,Torbie,2015-07-07 16:15:00,0,3308
Apache,Spayed Female,Dog,3 years,Australian Shepherd Mix,Tricolor,2014-09-03 18:40:00,2,3309
Bella,Spayed Female,Dog,4 months,Labrador Retriever Mix,Red/White,2015-08-15 17:50:00,0,3310
Lil Bit,Neutered Male,Dog,12 years,Bichon Frise,White,2015-07-11 14:26:00,2,3311
Loki,Neutered Male,Dog,2 years,German Shepherd Mix,Tricolor,2015-05-30 18:26:00,2,3312
,Intact Male,Cat,2 weeks,Domestic Shorthair Mix,Orange Tabby/White,2015-07-14 12:15:00,1,3313
Dallas,Neutered Male,Dog,10 months,Labrador Retriever/Boston Terrier,White/Black,2013-11-01 17:08:00,2,3314
Princessa,Spayed Female,Dog,5 months,Chihuahua Shorthair Mix,Tan,2014-01-03 18:30:00,0,3315
Marie,Spayed Female,Cat,2 months,Balinese Mix,Flame Point,2013-11-22 17:26:00,0,3316
Gordo,Neutered Male,Dog,8 years,Labrador Retriever Mix,Chocolate,2015-04-13 00:00:00,1,3317
Teddy Lucas,Neutered Male,Cat,10 years,Persian,White,2015-07-22 15:30:00,0,3318
Max,Neutered Male,Dog,2 years,West Highland Mix,White/Black,2014-11-30 12:25:00,0,3319
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-06-17 09:00:00,1,3320
Jasmine,Spayed Female,Dog,6 years,Chihuahua Shorthair Mix,Black/Tricolor,2015-01-06 15:10:00,0,3321
Wendy,Spayed Female,Dog,8 years,Chihuahua Shorthair Mix,White/Tan,2015-05-10 14:35:00,1,3322
Flynn,Neutered Male,Dog,2 years,Pit Bull Mix,Blue/White,2015-12-21 16:41:00,0,3323
Beaux,Neutered Male,Dog,11 years,Alaskan Malamute Mix,White/Silver,2015-09-14 13:50:00,2,3324
,Spayed Female,Dog,1 year,Cairn Terrier/Chihuahua Shorthair,Tan,2013-12-03 18:53:00,0,3325
Trixie,Spayed Female,Cat,4 months,Domestic Medium Hair Mix,Tortie,2014-07-31 13:51:00,0,3326
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-08-12 13:19:00,3,3327
,Intact Male,Cat,5 months,Domestic Shorthair Mix,White/Blue,2014-10-21 09:00:00,1,3328
Pumpkin,Neutered Male,Dog,2 years,Dachshund/Chihuahua Shorthair,Red,2014-06-19 15:01:00,1,3329
Lucy,Spayed Female,Dog,10 months,German Shepherd Mix,Black/Brown,2015-04-13 11:36:00,2,3330
,Unknown,Cat,2 weeks,Domestic Shorthair Mix,Orange Tabby,2015-08-12 18:57:00,1,3331
,Neutered Male,Dog,10 years,Dachshund Wirehair Mix,Brown,2014-04-25 11:02:00,1,3332
